"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"4251","16996.87918919174","16996.87918919174","16996.87918919174","11157.599220876993","11157.599220876993","11157.599220876993","13181.51491104292","13181.51491104292","13181.51491104292"
"4261","16805.617438337616","16805.617438337616","16805.617438337616","11676.745400141419","11676.745400141419","11676.745400141419","12604.010515915139","12604.010515915139","12604.010515915139"
"4271","16924.092140109515","16924.092140109515","16924.092140109515","11901.689638607906","11901.689638607906","11901.689638607906","12418.31061921091","12418.31061921091","12418.31061921091"
"4281","16695.068396914427","16695.068396914427","16695.068396914427","11362.245836583108","11362.245836583108","11362.245836583108","12353.591957785453","12353.591957785453","12353.591957785453"
"4291","16729.82601592506","16729.82601592506","16729.82601592506","11635.828113523325","11635.828113523325","11635.828113523325","12439.263153597862","12439.263153597862","12439.263153597862"
"4301","16746.838526394473","16746.838526394473","16746.838526394473","11731.533041049912","11731.533041049912","11731.533041049912","12458.34987553835","12458.34987553835","12458.34987553835"
"4311","17015.068705840346","17015.068705840346","17015.068705840346","11986.955057755798","11986.955057755798","11986.955057755798","12610.9133543902","12610.9133543902","12610.9133543902"
"4321","16875.97872174934","16875.97872174934","16875.97872174934","11568.360969678748","11568.360969678748","11568.360969678748","12599.279217996047","12599.279217996047","12599.279217996047"
"4331","17140.426184293978","17140.426184293978","17140.426184293978","11902.660662136468","11902.660662136468","11902.660662136468","12766.196673629633","12766.196673629633","12766.196673629633"
"4341","17371.004861140173","17371.004861140173","17371.004861140173","11918.416131288024","11918.416131288024","11918.416131288024","12595.50159168455","12595.50159168455","12595.50159168455"
"4351","17397.73283713214","17397.73283713214","17397.73283713214","11932.253497165637","11932.253497165637","11932.253497165637","12842.510947855426","12842.510947855426","12842.510947855426"
"4361","17297.378077370075","17297.378077370075","17297.378077370075","12130.409356121647","12130.409356121647","12130.409356121647","12731.824900554404","12731.824900554404","12731.824900554404"
"4371","17409.10396853151","17409.10396853151","17409.10396853151","12102.335471518403","12102.335471518403","12102.335471518403","12602.760299420996","12602.760299420996","12602.760299420996"
"4381","17316.64770217445","17316.64770217445","17316.64770217445","12571.302149929761","12571.302149929761","12571.302149929761","12975.09507465717","12975.09507465717","12975.09507465717"
"4391","17379.631448595792","17379.631448595792","17379.631448595792","12298.176674087219","12298.176674087219","12298.176674087219","12910.818414300658","12910.818414300658","12910.818414300658"
"4401","17535.88449194371","17535.88449194371","17535.88449194371","12375.060077823477","12375.060077823477","12375.060077823477","12931.887710901352","12931.887710901352","12931.887710901352"
"4411","17324.476385367456","17324.476385367456","17324.476385367456","12211.523623655512","12211.523623655512","12211.523623655512","13192.54601227545","13192.54601227545","13192.54601227545"
"4421","17528.491817161423","17528.491817161423","17528.491817161423","12741.253813415417","12741.253813415417","12741.253813415417","13143.727528711823","13143.727528711823","13143.727528711823"
"4431","17507.19233714394","17507.19233714394","17507.19233714394","12681.988261450311","12681.988261450311","12681.988261450311","12974.13924035575","12974.13924035575","12974.13924035575"
"4441","17522.52084711305","17522.52084711305","17522.52084711305","12449.938443317462","12449.938443317462","12449.938443317462","13002.997146148748","13002.997146148748","13002.997146148748"
"4451","17727.31934340171","17727.31934340171","17727.31934340171","12621.433735755849","12621.433735755849","12621.433735755849","13333.251896979873","13333.251896979873","13333.251896979873"
"4461","17564.076391175106","17564.076391175106","17564.076391175106","13098.742414012655","13098.742414012655","13098.742414012655","12998.440300020868","12998.440300020868","12998.440300020868"
"4471","17779.98112093219","17779.98112093219","17779.98112093219","12784.666290110194","12784.666290110194","12784.666290110194","13009.356295188076","13009.356295188076","13009.356295188076"
"4481","17758.279875388584","17758.279875388584","17758.279875388584","12669.557110294656","12669.557110294656","12669.557110294656","13163.927168616397","13163.927168616397","13163.927168616397"
"4491","17560.776418255675","17560.776418255675","17560.776418255675","12784.856087956543","12784.856087956543","12784.856087956543","13041.011171592469","13041.011171592469","13041.011171592469"
"4501","17590.099295756347","17590.099295756347","17590.099295756347","12649.073069964308","12649.073069964308","12649.073069964308","13515.647838105026","13515.647838105026","13515.647838105026"
"4511","17647.248636667155","17647.248636667155","17647.248636667155","13008.573725109294","13008.573725109294","13008.573725109294","13202.123121205856","13202.123121205856","13202.123121205856"
"4521","17716.868363791233","17716.868363791233","17716.868363791233","12677.157964023554","12677.157964023554","12677.157964023554","13205.755844382953","13205.755844382953","13205.755844382953"
"4531","17730.653547836522","17730.653547836522","17730.653547836522","12625.411412690859","12625.411412690859","12625.411412690859","13219.741221264501","13219.741221264501","13219.741221264501"
"4541","17903.739543613265","17903.739543613265","17903.739543613265","12688.140987700688","12688.140987700688","12688.140987700688","13009.413921463845","13009.413921463845","13009.413921463845"
"4551","18045.7649015554","18045.7649015554","18045.7649015554","12829.314466731723","12829.314466731723","12829.314466731723","12966.124171608159","12966.124171608159","12966.124171608159"
"4561","17797.907825063852","17797.907825063852","17797.907825063852","12420.342858001371","12420.342858001371","12420.342858001371","12897.233519893254","12897.233519893254","12897.233519893254"
"4571","17992.842013815476","17992.842013815476","17992.842013815476","10795.817895349772","10795.817895349772","10795.817895349772","13335.869803613548","13335.869803613548","13335.869803613548"
"4581","18077.77544853891","18077.77544853891","18077.77544853891","10951.806060168095","10951.806060168095","10951.806060168095","13217.553312121168","13217.553312121168","13217.553312121168"
"4591","17872.000630771734","17872.000630771734","17872.000630771734","11034.974301475135","11034.974301475135","11034.974301475135","13188.154709140528","13188.154709140528","13188.154709140528"
"4601","17866.596055917507","17866.596055917507","17866.596055917507","11390.006876492425","11390.006876492425","11390.006876492425","13342.246791589518","13342.246791589518","13342.246791589518"
"4611","17948.2715312884","17948.2715312884","17948.2715312884","11204.243182652832","11204.243182652832","11204.243182652832","13052.135354850896","13052.135354850896","13052.135354850896"
"4621","18059.76855014578","18059.76855014578","18059.76855014578","11273.383053837048","11273.383053837048","11273.383053837048","12294.44077308253","12294.44077308253","12294.44077308253"
"4631","17709.45237099195","17709.45237099195","17709.45237099195","11377.552672118623","11377.552672118623","11377.552672118623","12119.512937809743","12119.512937809743","12119.512937809743"
"4641","17880.181556582058","17880.181556582058","17880.181556582058","11668.734465276691","11668.734465276691","11668.734465276691","12451.963138473586","12451.963138473586","12451.963138473586"
"4651","18004.422172159022","18004.422172159022","18004.422172159022","11766.83816661913","11766.83816661913","11766.83816661913","12372.370362258596","12372.370362258596","12372.370362258596"
"4661","18066.224294514264","18066.224294514264","18066.224294514264","11609.053588973287","11609.053588973287","11609.053588973287","12475.376227375016","12475.376227375016","12475.376227375016"
"4671","18042.69899497958","18042.69899497958","18042.69899497958","11985.290359361941","11985.290359361941","11985.290359361941","12566.604186819071","12566.604186819071","12566.604186819071"
"4681","18049.065467928103","18049.065467928103","18049.065467928103","11792.148825575932","11792.148825575932","11792.148825575932","12597.697393000262","12597.697393000262","12597.697393000262"
"4691","18098.737193119414","18098.737193119414","18098.737193119414","11936.411335783572","11936.411335783572","11936.411335783572","12758.6099957735","12758.6099957735","12758.6099957735"
"4701","17939.855016805475","17939.855016805475","17939.855016805475","12045.551700472311","12045.551700472311","12045.551700472311","12670.974284012496","12670.974284012496","12670.974284012496"
"4711","17846.024651076426","17846.024651076426","17846.024651076426","12008.423235792201","12008.423235792201","12008.423235792201","12696.837013909366","12696.837013909366","12696.837013909366"
"4721","17941.706088300387","17941.706088300387","17941.706088300387","12106.41496992534","12106.41496992534","12106.41496992534","12417.18370216588","12417.18370216588","12417.18370216588"
"4731","17981.32346171568","17981.32346171568","17981.32346171568","12114.537624167568","12114.537624167568","12114.537624167568","12327.829750244622","12327.829750244622","12327.829750244622"
"4741","17872.468638935305","17872.468638935305","17872.468638935305","12043.709607910816","12043.709607910816","12043.709607910816","12800.36897009223","12800.36897009223","12800.36897009223"
"4751","17947.359515224663","17947.359515224663","17947.359515224663","12410.456189489498","12410.456189489498","12410.456189489498","12779.357412249217","12779.357412249217","12779.357412249217"
"4761","16860.622905115637","16860.622905115637","16860.622905115637","12466.016818695382","12466.016818695382","12466.016818695382","12747.09167941651","12747.09167941651","12747.09167941651"
"4771","16916.903550734918","16916.903550734918","16916.903550734918","12369.715597058223","12369.715597058223","12369.715597058223","12864.042704566587","12864.042704566587","12864.042704566587"
"4781","16811.80961518844","16811.80961518844","16811.80961518844","12605.820176337078","12605.820176337078","12605.820176337078","12857.74474271987","12857.74474271987","12857.74474271987"
"4791","16828.019615585214","16828.019615585214","16828.019615585214","12620.56853543118","12620.56853543118","12620.56853543118","12826.37056840806","12826.37056840806","12826.37056840806"
"4801","17017.904732470608","17017.904732470608","17017.904732470608","12616.635802481052","12616.635802481052","12616.635802481052","12845.183207939448","12845.183207939448","12845.183207939448"
